A1GZ4Y5HNBTCES:3X87C8JFVBRJ10BHF7FXVRX3ZMTQSV,difficulty,8
AILDNTO2TWB4A:3GFK2QRXXEXNFV9SFK1VU55X932W53,engagement,8
AILDNTO2TWB4A:3GFK2QRXXEXNFV9SFK1VU55X932W53,difficulty,2
A1DWSHGZGK8X0K:3H8DHMCCWERRO8U45C0B46ZUZDRKD3,engagement,10
A1DWSHGZGK8X0K:3H8DHMCCWERRO8U45C0B46ZUZDRKD3,difficulty,2
A2P429K4D0WM9R:3EO896NRA1B3UDKJ9H0E8VH3NAFTJW,engagement,10
A2P429K4D0WM9R:3EO896NRA1B3UDKJ9H0E8VH3NAFTJW,difficulty,8
A1T643M1P572AA:3L4D84MIL48DP4TO9NJPUCEFCGKJHC,engagement,10
A1T643M1P572AA:3L4D84MIL48DP4TO9NJPUCEFCGKJHC,difficulty,3
A27JB6XHE7PAXQ:35GCEFQ6IA4OVBRTCOX9EC1VC9FZ36,engagement,3
A27JB6XHE7PAXQ:35GCEFQ6IA4OVBRTCOX9EC1VC9FZ36,difficulty,4
AN8KNI96ZSZSZ:34YB12FSQ34PQG4YSEEZP4UV1A2MGK,engagement,1
AN8KNI96ZSZSZ:34YB12FSQ34PQG4YSEEZP4UV1A2MGK,difficulty,3
A2PB1IT2WPJ9PK:345LHZDED2879CXJ61Y1XKMGAR0U3C,engagement,8
A2PB1IT2WPJ9PK:345LHZDED2879CXJ61Y1XKMGAR0U3C,difficulty,7
AV4584AQEQAEN:3GU1KF0O4NHZK2T048ED5XXTQ2LBPO,engagement,8
AV4584AQEQAEN:3GU1KF0O4NHZK2T048ED5XXTQ2LBPO,difficulty,9
A1T429RLLFTG35:3JZQSN0I3VQJK6CH6RAMUEAM49QFG6,engagement,10
A1T429RLLFTG35:3JZQSN0I3VQJK6CH6RAMUEAM49QFG6,difficulty,3
A1JOJM9JG53H9R:3WAKVUDHU1WPAVY68D1RA1YWFTU7U2,engagement,5
A1JOJM9JG53H9R:3WAKVUDHU1WPAVY68D1RA1YWFTU7U2,difficulty,0
A2BZY06YRWGEDL:3CN4LGXD52498H0SGG09AAKZKF84Y6,engagement,10
A2BZY06YRWGEDL:3CN4LGXD52498H0SGG09AAKZKF84Y6,difficulty,0
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,engagement,5
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,difficulty,5
ALKF763KECU1H:3P1L2B7AD65TCB3BGLQSU0O8SR3LO4,engagement,8
ALKF763KECU1H:3P1L2B7AD65TCB3BGLQSU0O8SR3LO4,difficulty,7
A26TP4HHSINK5E:3OONKJ5DKHZHZ2HZP81YGXS3GXPBO7,engagement,10
A26TP4HHSINK5E:3OONKJ5DKHZHZ2HZP81YGXS3GXPBO7,difficulty,0
AB3L4DBGHX7PG:369J354OFIQN1DJ65Y7I08X9BA36GA,engagement,8
AB3L4DBGHX7PG:369J354OFIQN1DJ65Y7I08X9BA36GA,difficulty,8
A2S1U9FUO6SWOH:3NC5L260MT27CJTFUANUZNJOVVQFO2,engagement,5
A2S1U9FUO6SWOH:3NC5L260MT27CJTFUANUZNJOVVQFO2,difficulty,3
A182N7RLXGSCZG:3LYA37P8IV3Y9BWKRG959GBUWSGBKO,engagement,10
A182N7RLXGSCZG:3LYA37P8IV3Y9BWKRG959GBUWSGBKO,difficulty,5
A1IEJ761NVH5OG:3QXNC7EIPNBD8SAJP3LRZQ1VUZW905,engagement,4
A1IEJ761NVH5OG:3QXNC7EIPNBD8SAJP3LRZQ1VUZW905,difficulty,4
A30US88GBGBG0V:39U1BHVTDQ7S9ZIU6W8RSO0ERDG3TH,engagement,8
A30US88GBGBG0V:39U1BHVTDQ7S9ZIU6W8RSO0ERDG3TH,difficulty,8
A3ADJFFLRNWUSK:3TPZPLC3M5SUH7PNPFZ7NEZH2FZ3PQ,engagement,9
A3ADJFFLRNWUSK:3TPZPLC3M5SUH7PNPFZ7NEZH2FZ3PQ,difficulty,3
A2KBTDHM44J7X4:3IAEQB9FMJ0IJ8OLUQJESHTPMK0DWS,engagement,5
A2KBTDHM44J7X4:3IAEQB9FMJ0IJ8OLUQJESHTPMK0DWS,difficulty,6
AU849EHZNGV2Z:3MH9DQ7571S83O971G5LGEBPEW5GU6,engagement,8
AU849EHZNGV2Z:3MH9DQ7571S83O971G5LGEBPEW5GU6,difficulty,4
A2MOKIEQZ0OF2M:3EWIJTFFVTNU3O10XE1DR426LRME0K,engagement,9
A2MOKIEQZ0OF2M:3EWIJTFFVTNU3O10XE1DR426LRME0K,difficulty,7
A3V4AW6DGWBHDO:3X4JMASXCRPWWLPGNNZNQWWLIUA0B7,engagement,6
A3V4AW6DGWBHDO:3X4JMASXCRPWWLPGNNZNQWWLIUA0B7,difficulty,10
A34T4R7G25LDJM:3OVHNO1VEBHMD3TQ5D3LRLN73M4DZI,engagement,3
A34T4R7G25LDJM:3OVHNO1VEBHMD3TQ5D3LRLN73M4DZI,difficulty,2
A3VZDRWPGJH46L:32AT8R96GQPBTTIYWGZ25SUS279USE,engagement,10
A3VZDRWPGJH46L:32AT8R96GQPBTTIYWGZ25SUS279USE,difficulty,0
A3U2S6OPJNS4AQ:3137ONMDKLLRESCLBGQGCWPMS9DGET,engagement,10
A3U2S6OPJNS4AQ:3137ONMDKLLRESCLBGQGCWPMS9DGET,difficulty,0
A3914P24XPNPY3:3I02618YA5MEG1264ZV8ANPHFOUPUN,engagement,9
A3914P24XPNPY3:3I02618YA5MEG1264ZV8ANPHFOUPUN,difficulty,8
AVXEDARJC5HLU:3UJ1CZ6IZM5U8ESJVFRUXG2C3Q75SY,engagement,7
AVXEDARJC5HLU:3UJ1CZ6IZM5U8ESJVFRUXG2C3Q75SY,difficulty,6
AMOAGR64033TY:36WLNQG784QVNB4AVUY2BLYPCVJBE3,engagement,8
AMOAGR64033TY:36WLNQG784QVNB4AVUY2BLYPCVJBE3,difficulty,3
A1CFGTNT1UHUQ8:3KYQYYSHY0NAEZFJ34S4BNG3JIPDO4,engagement,5
A1CFGTNT1UHUQ8:3KYQYYSHY0NAEZFJ34S4BNG3JIPDO4,difficulty,4
A38LW34F26WBJY:3ERET4BTVRPFLIHNTWV9IAG48SOK9Y,engagement,4
A38LW34F26WBJY:3ERET4BTVRPFLIHNTWV9IAG48SOK9Y,difficulty,4
A2YFQS0N1IAN9I:3TMSXRD2XBGORD89EXZJRFSGXN8W1W,engagement,9
A2YFQS0N1IAN9I:3TMSXRD2XBGORD89EXZJRFSGXN8W1W,difficulty,4
A26KX5PGHY4FZJ:3HUTX6F6VZ3NBPH36F8NF4PZMRCO2I,engagement,5
A26KX5PGHY4FZJ:3HUTX6F6VZ3NBPH36F8NF4PZMRCO2I,difficulty,5
ADXRJFEHIDXRE:3TOK3KHVJYYUXQE9CRPIBV67X7YO7Y,engagement,10
ADXRJFEHIDXRE:3TOK3KHVJYYUXQE9CRPIBV67X7YO7Y,difficulty,8
A3JYTT5ZHFKR7A:31Q0U3WYDUV91Y786PR7ZZTZ4WP71V,engagement,6
A3JYTT5ZHFKR7A:31Q0U3WYDUV91Y786PR7ZZTZ4WP71V,difficulty,4
A1SWGSFIMZJQE:36V4Q8R5ZPGG35YCVAJBJIYX7XWQM4,engagement,8
A1SWGSFIMZJQE:36V4Q8R5ZPGG35YCVAJBJIYX7XWQM4,difficulty,3
AYH5S2NOTSFKR:3IXQG4FA2YEESFDTNJIGJ7XEL3T9BR,engagement,10
AYH5S2NOTSFKR:3IXQG4FA2YEESFDTNJIGJ7XEL3T9BR,difficulty,6
A1B9MG0X7SR28:37FMASSAYH773G6WRDOTW0WH4OYBIK,engagement,10
A1B9MG0X7SR28:37FMASSAYH773G6WRDOTW0WH4OYBIK,difficulty,1
AVFZLWRV14IYN:3PMBY0YE2CJX2K5Z1JEBUR3W3J49CZ,engagement,10
AVFZLWRV14IYN:3PMBY0YE2CJX2K5Z1JEBUR3W3J49CZ,difficulty,5
A3W2RRAUPHYRIO:33SA9F9TR2ANBE2LQLUYYZBAMW2EWN,engagement,3
A3W2RRAUPHYRIO:33SA9F9TR2ANBE2LQLUYYZBAMW2EWN,difficulty,7
AT20PW4G38BMM:3MB8LZR5BK9AMKIWITYZNJ7Z8MTLKK,engagement,6
AT20PW4G38BMM:3MB8LZR5BK9AMKIWITYZNJ7Z8MTLKK,difficulty,3
A3E7YSLM7WU3AT:3ZV9H2YQQINK1GMO11D2F87DV7MW3O,engagement,6
A3E7YSLM7WU3AT:3ZV9H2YQQINK1GMO11D2F87DV7MW3O,difficulty,5
A2N44YMD67Y63D:3WETL7AQWYOQOX7450QTP8U0BF0538,engagement,10
A2N44YMD67Y63D:3WETL7AQWYOQOX7450QTP8U0BF0538,difficulty,2
A1KOBLL83SICGQ:3R9WASFE24WJBN7MWJYBFLQSF0XZFU,engagement,8
A1KOBLL83SICGQ:3R9WASFE24WJBN7MWJYBFLQSF0XZFU,difficulty,1
A15ZABA849AILA:3YW4XOSQKV1BZ9J4JXKI9R7JCDGU1Q,engagement,7
A15ZABA849AILA:3YW4XOSQKV1BZ9J4JXKI9R7JCDGU1Q,difficulty,7
A358KM1AO6SKIO:3PJUZCGDJBWVQHFMK7Y6S57DDUC98Q,engagement,3
A358KM1AO6SKIO:3PJUZCGDJBWVQHFMK7Y6S57DDUC98Q,difficulty,7
AB8XECKH1JO8P:30IQTZXKAPM39OSHSJR5FTND1350XZ,engagement,9
AB8XECKH1JO8P:30IQTZXKAPM39OSHSJR5FTND1350XZ,difficulty,2
A1YZ0ETOCJO1B2:3I3WADAZ9VKFAM0QOYALDBSB613O5J,engagement,8
A1YZ0ETOCJO1B2:3I3WADAZ9VKFAM0QOYALDBSB613O5J,difficulty,2
A70TBKPGWQZO4:37TD41K0AMPF7Z1YAPE2BM8MVCYSC8,engagement,1
A70TBKPGWQZO4:37TD41K0AMPF7Z1YAPE2BM8MVCYSC8,difficulty,10
AOMFEAWQHU3D8:3VW6495TLOGP6OEC5NOGQZO6FG6YYK,engagement,7
AOMFEAWQHU3D8:3VW6495TLOGP6OEC5NOGQZO6FG6YYK,difficulty,2
A240OTT1T85UGT:3DIP6YHAPH8CLD63SIESKJ8O4PYE87,engagement,7
A240OTT1T85UGT:3DIP6YHAPH8CLD63SIESKJ8O4PYE87,difficulty,5
AYXDE087J2KO:33FOTY3KER1FDF24X6ZIFLLD5GF1CZ,engagement,10
AYXDE087J2KO:33FOTY3KER1FDF24X6ZIFLLD5GF1CZ,difficulty,2
A1TPGXT718D68E:35DR22AR5I0ZQGREB69OHRLK4IY3XC,engagement,10
A1TPGXT718D68E:35DR22AR5I0ZQGREB69OHRLK4IY3XC,difficulty,6
A2R8V48VVX1BNO:36TFCYNS49QEKOYDQRYQLLMUNJTHX2,engagement,5
A2R8V48VVX1BNO:36TFCYNS49QEKOYDQRYQLLMUNJTHX2,difficulty,3
A2FC34XY1Q56NS:3U8YCDAGXUWJ0RR565WDLLRK4ZE0QW,engagement,7
A2FC34XY1Q56NS:3U8YCDAGXUWJ0RR565WDLLRK4ZE0QW,difficulty,4
ASKUEWVYYCZWO:3TU5ZICBRIH1IGW8199SE0X2NXX8QY,engagement,8
ASKUEWVYYCZWO:3TU5ZICBRIH1IGW8199SE0X2NXX8QY,difficulty,1
A20WECK0YBMQAO:35H6S234SFGPLGUMO2ORWB6KL6P561,engagement,6
A20WECK0YBMQAO:35H6S234SFGPLGUMO2ORWB6KL6P561,difficulty,6
ACID7NKW5A8QC:37U1UTWH9021UHB8EOYSJQ77JJ28R2,engagement,4
ACID7NKW5A8QC:37U1UTWH9021UHB8EOYSJQ77JJ28R2,difficulty,4
A3K1P4SPR8XS7R:3KV0LJBBH71GF6DC8P8BO8823OTMR6,engagement,10
A3K1P4SPR8XS7R:3KV0LJBBH71GF6DC8P8BO8823OTMR6,difficulty,10
